STATE00,COUNTY00,GEOID00,HU00,AREA00,AREALAND00,STATE10,COUNTY10,GEOID10,HU10,TRACT00,TRACT10,PART00,PART10,POP00,POP10,POPPCT00,POPPCT10,CHANGE,MERGE,SPLIT,,AREA10,AREALAND10,AREAPT,AREALANDPT,AREAPCT00PT,ARELANDPCT00PT,AREAPCT10PT,AREALANDPCT10PT,POP10PT,HU10PT,HUPCT00,HUPCT10
4,13,4013071908,3173,3857528,3855837,4,13,4013071912,1213,71908,71912,P,W,7888,2817,35.71,100,64.29,,,,1697964,1697964,1697964,1697964,44.02,44.04,100,100,2817,1213,38.23,100
4,13,4013071908,3173,3857528,3855837,4,13,4013071913,1960,71908,71913,P,W,7888,5071,64.29,100,35.71,,,,2159564,2157873,2159564,2157873,55.98,55.96,100,100,5071,1960,61.77,100
4,13,4013071909,1808,2289971,2280450,4,13,4013071909,1808,71909,71909,W,W,3797,3797,100,100,0,,,,2289971,2280450,2289971,2280450,100,100,100,100,3797,1808,100,100
4,13,4013071910,2346,2569201,2569201,4,13,4013071910,2346,71910,71910,W,W,6218,6218,100,100,0,,,,2569201,2569201,2569201,2569201,100,100,100,100,6218,2346,100,100
4,13,4013071911,1199,2604811,2604811,4,13,4013071911,1199,71911,71911,W,W,3081,3081,100,100,0,,,,2604811,2604811,2604811,2604811,100,100,100,100,3081,1199,100,100
4,13,4013082002,2372,2608928,2577155,4,13,4013082002,2376,82002,82002,W,P,5795,5807,100,99.79,0.21,,,,2647170,2615397,2608928,2577155,100,100,98.56,98.54,5795,2372,100,99.83
4,13,4013082007,1296,1286377,1286377,4,13,4013082007,1296,82007,82007,W,W,4077,4077,100,100,0,,,,1286377,1286377,1286377,1286377,100,100,100,100,4077,1296,100,100
4,13,4013082008,1486,1300324,1300324,4,13,4013082008,1486,82008,82008,W,W,5058,5058,100,100,0,,,,1300324,1300324,1300324,1300324,100,100,100,100,5058,1486,100,100
4,13,4013082009,1358,1303678,1303678,4,13,4013082009,1358,82009,82009,W,W,4668,4668,100,100,0,,,,1303678,1303678,1303678,1303678,100,100,100,100,4668,1358,100,100
4,13,4013082010,1225,1297868,1297868,4,13,4013082010,1225,82010,82010,W,W,3931,3931,100,100,0,,,,1297868,1297868,1297868,1297868,100,100,100,100,3931,1225,100,100
4,13,4013082011,5007,10404146,10402291,4,13,4013082016,707,82011,82016,P,P,15522,2348,15.13,100,84.87,,,,5198523,5196668,5192903,5191048,49.91,49.9,99.89,99.89,2348,707,14.12,100
4,13,4013082011,5007,10404146,10402291,4,13,4013082017,1448,82011,82017,P,W,15522,4275,27.54,100,72.46,,,,2604575,2604575,2604575,2604575,25.03,25.04,100,100,4275,1448,28.92,100
4,13,4013082011,5007,10404146,10402291,4,13,4013082018,1494,82011,82018,P,W,15522,4685,30.18,100,69.82,,,,1325956,1325956,1325956,1325956,12.74,12.75,100,100,4685,1494,29.84,100
4,13,4013082011,5007,10404146,10402291,4,13,4013082028,1358,82011,82028,P,W,15522,4214,27.15,100,72.85,,,,1280712,1280712,1280712,1280712,12.31,12.31,100,100,4214,1358,27.12,100
4,13,4013082012,1897,2920348,2918154,4,13,4013082012,1897,82012,82012,W,W,5708,5708,100,100,0,,,,2920348,2918154,2920348,2918154,100,100,100,100,5708,1897,100,100
4,13,4013082013,2942,6428382,6316157,4,13,4013082019,860,82013,82019,P,W,8294,2391,28.83,100,71.17,,,,1831838,1757765,1831838,1757765,28.5,27.83,100,100,2391,860,29.23,100
4,13,4013082013,2942,6428382,6316157,4,13,4013082020,1388,82013,82020,P,W,8294,3833,46.21,100,53.79,,,,1940642,1902490,1940642,1902490,30.19,30.12,100,100,3833,1388,47.18,100
4,13,4013082013,2942,6428382,6316157,4,13,4013082021,694,82013,82021,P,W,8294,2070,24.96,100,75.04,,,,2655902,2655902,2655902,2655902,41.32,42.05,100,100,2070,694,23.59,100
4,13,4013082014,9575,22729078,22721087,4,13,4013082022,1753,82014,82022,P,W,25969,4171,16.06,100,83.94,,,,3650082,3650082,3650082,3650082,16.06,16.06,100,100,4171,1753,18.31,100
4,13,4013082014,9575,22729078,22721087,4,13,4013082023,1829,82014,82023,P,W,25969,5366,20.66,100,79.34,,,,3148719,3148719,3148719,3148719,13.85,13.86,100,100,5366,1829,19.1,100
4,13,4013082014,9575,22729078,22721087,4,13,4013082024,1597,82014,82024,P,W,25969,4081,15.71,100,84.29,,,,3195696,3195696,3195696,3195696,14.06,14.06,100,100,4081,1597,16.68,100
4,13,4013082014,9575,22729078,22721087,4,13,4013082025,856,82014,82025,P,W,25969,2378,9.16,100,90.84,,,,3881514,3873523,3881514,3873523,17.08,17.05,100,100,2378,856,8.94,100
4,13,4013082014,9575,22729078,22721087,4,13,4013082026,2118,82014,82026,P,W,25969,5995,23.09,100,76.91,,,,2532456,2532456,2532456,2532456,11.14,11.15,100,100,5995,2118,22.12,100
4,13,4013082014,9575,22729078,22721087,4,13,4013082027,1422,82014,82027,P,W,25969,3978,15.32,100,84.68,,,,6320611,6320611,6320611,6320611,27.81,27.82,100,100,3978,1422,14.85,100
4,13,4013082015,1,2595099,2595099,4,13,4013083000,2169,82015,83000,W,P,0,6545,0,0,0,,,,12809617,12809617,2595099,2595099,100,100,20.26,20.26,0,1,100,0.05
4,13,4013082100,2168,10214540,10214540,4,13,4013083000,2169,82100,83000,P,P,6545,6545,100,100,0,,,,12809617,12809617,10214518,10214518,100,100,79.74,79.74,6545,2168,100,99.95
4,13,4013082100,2168,10214540,10214540,4,13,4013112510,1214,82100,112510,P,P,6545,4162,0,0,0,,,,10290012,10290012,22,22,0,0,0,0,0,0,0,0
4,13,4013082201,9504,57702143,57397598,4,13,4013082203,2304,82201,82203,P,W,31195,7512,24.08,100,75.92,,,,5141209,5141209,5141209,5141209,8.91,8.96,100,100,7512,2304,24.24,100
4,13,4013082201,9504,57702143,57397598,4,13,4013082204,1594,82201,82204,P,W,31195,5359,17.18,100,82.82,,,,9571303,9553567,9571303,9553567,16.59,16.64,100,100,5359,1594,16.77,100
4,13,4013082201,9504,57702143,57397598,4,13,4013082205,1607,82201,82205,P,W,31195,5124,16.43,100,83.57,,,,2510744,2510744,2510744,2510744,4.35,4.37,100,100,5124,1607,16.91,100
4,13,4013082201,9504,57702143,57397598,4,13,4013082206,890,82201,82206,P,W,31195,3092,9.91,100,90.09,,,,6515862,6229053,6515862,6229053,11.29,10.85,100,100,3092,890,9.36,100
4,13,4013082201,9504,57702143,57397598,4,13,4013082207,809,82201,82207,P,W,31195,2394,7.67,100,92.33,,,,10796528,10796528,10796528,10796528,18.71,18.81,100,100,2394,809,8.51,100
4,13,4013082201,9504,57702143,57397598,4,13,4013082208,823,82201,82208,P,W,31195,2891,9.27,100,90.73,,,,18953913,18953913,18953913,18953913,32.85,33.02,100,100,2891,823,8.66,100
4,13,4013082201,9504,57702143,57397598,4,13,4013082211,1477,82201,82211,P,W,31195,4823,15.46,100,84.54,,,,4212584,4212584,4212584,4212584,7.3,7.34,100,100,4823,1477,15.54,100
4,13,4013082202,2395,3148413,3148413,4,13,4013082209,915,82202,82209,P,W,7473,2840,38,100,62,,,,954054,954054,954054,954054,30.3,30.3,100,100,2840,915,38.2,100
4,13,4013082202,2395,3148413,3148413,4,13,4013082210,1480,82202,82210,P,W,7473,4633,62,100,38,,,,2194359,2194359,2194359,2194359,69.7,69.7,100,100,4633,1480,61.8,100
4,13,4013092304,4225,2479169,2479169,4,13,4013092311,1453,92304,92311,P,W,7877,2876,36.51,100,63.49,,,,647199,647199,647199,647199,26.11,26.11,100,100,2876,1453,34.39,100
4,13,4013092304,4225,2479169,2479169,4,13,4013092312,2772,92304,92312,P,P,7877,5001,63.49,100,36.51,,,,1832031,1832031,1831970,1831970,73.89,73.89,100,100,5001,2772,65.61,100
4,13,4013092305,1491,2487714,2487714,4,13,4013092305,1491,92305,92305,W,W,3667,3667,100,100,0,,,,2487714,2487714,2487714,2487714,100,100,100,100,3667,1491,100,100
4,13,4013092306,2293,2565727,2565727,4,13,4013092306,2293,92306,92306,W,W,5893,5893,100,100,0,,,,2565727,2565727,2565727,2565727,100,100,100,100,5893,2293,100,100
4,13,4013092307,2435,2566248,2566248,4,13,4013092307,2435,92307,92307,W,W,5847,5847,100,100,0,,,,2566248,2566248,2566248,2566248,100,100,100,100,5847,2435,100,100
4,13,4013092308,2587,2572877,2572877,4,13,4013092308,2587,92308,92308,P,W,6612,6612,100,100,0,,,,2572030,2572030,2572030,2572030,99.97,99.97,100,100,6612,2587,100,100
4,13,4013092308,2587,2572877,2572877,4,13,4013104206,1474,92308,104206,P,P,6612,3813,0,0,0,,,,1636068,1625210,847,847,0.03,0.03,0.05,0.05,0,0,0,0
4,13,4013092309,2052,2571445,2571445,4,13,4013092309,2052,92309,92309,W,W,5212,5212,100,100,0,,,,2571445,2571445,2571445,2571445,100,100,100,100,5212,2052,100,100
4,13,4013092310,1503,2591819,2591819,4,13,4013092312,2772,92310,92312,P,P,3285,5001,0,0,0,,,,1832031,1832031,61,61,0,0,0,0,0,0,0,0
4,13,4013092310,1503,2591819,2591819,4,13,4013093200,1534,92310,93200,P,P,3285,3355,100,97.91,2.09,,,,5193253,5193253,2591758,2591758,100,100,49.91,49.91,3285,1503,100,97.98
4,13,4013092400,3450,2596229,2596229,4,13,4013092401,1896,92400,92401,P,W,7414,4045,54.56,100,45.44,,,,1289187,1289187,1289187,1289187,49.66,49.66,100,100,4045,1896,54.96,100
4,13,4013092400,3450,2596229,2596229,4,13,4013092402,1554,92400,92402,P,W,7414,3369,45.44,100,54.56,,,,1307042,1307042,1307042,1307042,50.34,50.34,100,100,3369,1554,45.04,100
4,13,4013092500,2054,2631570,2631570,4,13,4013092500,2054,92500,92500,W,P,4935,4935,100,100,0,,,,2631640,2631640,2631570,2631570,100,100,100,100,4935,2054,100,100
4,13,4013092600,1246,2513861,2513861,4,13,4013092500,2054,92600,92500,P,P,3177,4935,0,0,0,,,,2631640,2631640,70,70,0,0,0,0,0,0,0,0
4,13,4013092600,1246,2513861,2513861,4,13,4013092600,1246,92600,92600,P,W,3177,3177,100,100,0,,,,2513159,2513159,2513159,2513159,99.97,99.97,100,100,3177,1246,100,100
4,13,4013092600,1246,2513861,2513861,4,13,4013092705,1435,92600,92705,P,P,3177,3702,0,0,0,,,,2592988,2592988,533,533,0.02,0.02,0.02,0.02,0,0,0,0
4,13,4013092600,1246,2513861,2513861,4,13,4013093200,1534,92600,93200,P,P,3177,3355,0,0,0,,,,5193253,5193253,99,99,0,0,0,0,0,0,0,0
4,13,4013092703,2467,2583823,2583823,4,13,4013092715,1299,92703,92715,P,W,7945,4037,50.81,100,49.19,,,,1286305,1286305,1286305,1286305,49.78,49.78,100,100,4037,1299,52.66,100
4,13,4013092703,2467,2583823,2583823,4,13,4013092716,1168,92703,92716,P,W,7945,3908,49.19,100,50.81,,,,1297518,1297518,1297518,1297518,50.22,50.22,100,100,3908,1168,47.34,100
4,13,4013092704,31,2601396,2601396,4,13,4013093200,1534,92704,93200,W,P,70,3355,100,2.09,97.91,,,,5193253,5193253,2601396,2601396,100,100,50.09,50.09,70,31,100,2.02
4,13,4013092705,1435,2592455,2592455,4,13,4013092705,1435,92705,92705,W,P,3702,3702,100,100,0,,,,2592988,2592988,2592455,2592455,100,100,99.98,99.98,3702,1435,100,100
4,13,4013092706,4681,28864675,28856113,4,13,4013082002,2376,92706,82002,P,P,11497,5807,0.1,0.21,0.11,,,,2647170,2615397,38242,38242,0.13,0.13,1.44,1.46,12,4,0.09,0.17
4,13,4013092706,4681,28864675,28856113,4,13,4013082016,707,92706,82016,P,P,11497,2348,0,0,0,,,,5198523,5196668,5620,5620,0.02,0.02,0.11,0.11,0,0,0,0
4,13,4013092706,4681,28864675,28856113,4,13,4013092719,1740,92706,92719,P,W,11497,4277,37.2,100,62.8,,,,2592225,2592225,2592225,2592225,8.98,8.98,100,100,4277,1740,37.17,100
4,13,4013092706,4681,28864675,28856113,4,13,4013092720,2049,92706,92720,P,W,11497,4407,38.33,100,61.67,,,,23691970,23684363,23691970,23684363,82.08,82.08,100,100,4407,2049,43.77,100
4,13,4013092706,4681,28864675,28856113,4,13,4013092721,888,92706,92721,P,W,11497,2801,24.36,100,75.64,,,,2536618,2535663,2536618,2535663,8.79,8.79,100,100,2801,888,18.97,100
4,13,4013092707,3379,5826144,5816804,4,13,4013061043,799,92707,61043,P,P,7586,2452,0,0,0,,,,14051597,13990599,788067,784741,13.53,13.49,5.61,5.61,0,0,0,0
4,13,4013092707,3379,5826144,5816804,4,13,4013092723,1774,92707,92723,P,W,7586,4114,54.23,100,45.77,,,,2589389,2583375,2589389,2583375,44.44,44.41,100,100,4114,1774,52.5,100
4,13,4013092707,3379,5826144,5816804,4,13,4013092724,1605,92707,92724,P,W,7586,3472,45.77,100,54.23,,,,2448688,2448688,2448688,2448688,42.03,42.1,100,100,3472,1605,47.5,100
4,13,4013092708,796,2736654,2736654,4,13,4013092708,796,92708,92708,W,W,2056,2056,100,100,0,,,,2736654,2736654,2736654,2736654,100,100,100,100,2056,796,100,100
4,13,4013092709,1444,2573531,2573531,4,13,4013092709,1444,92709,92709,W,W,4130,4130,100,100,0,,,,2573531,2573531,2573531,2573531,100,100,100,100,4130,1444,100,100
4,13,4013092710,1498,2579578,2579578,4,13,4013092710,1498,92710,92710,W,W,4269,4269,100,100,0,,,,2579578,2579578,2579578,2579578,100,100,100,100,4269,1498,100,100
4,13,4013092711,1103,2565808,2563937,4,13,4013092711,1103,92711,92711,W,W,3120,3120,100,100,0,,,,2565808,2563937,2565808,2563937,100,100,100,100,3120,1103,100,100
4,13,4013092712,1510,2549978,2549978,4,13,4013092712,1510,92712,92712,W,W,4905,4905,100,100,0,,,,2549978,2549978,2549978,2549978,100,100,100,100,4905,1510,100,100
4,13,4013092713,1466,2570363,2570363,4,13,4013092713,1466,92713,92713,W,W,5027,5027,100,100,0,,,,2570363,2570363,2570363,2570363,100,100,100,100,5027,1466,100,100
4,13,4013092714,2865,2597754,2597754,4,13,4013092717,1608,92714,92717,P,W,8661,4870,56.23,100,43.77,,,,1297311,1297311,1297311,1297311,49.94,49.94,100,100,4870,1608,56.13,100
4,13,4013092714,2865,2597754,2597754,4,13,4013092718,1257,92714,92718,P,W,8661,3791,43.77,100,56.23,,,,1300443,1300443,1300443,1300443,50.06,50.06,100,100,3791,1257,43.87,100
4,13,4013092800,3457,2515451,2515451,4,13,4013092801,1718,92800,92801,P,P,9973,4756,47.69,100,52.31,,,,1256230,1256230,1256116,1256116,49.94,49.94,99.99,99.99,4756,1718,49.7,100
4,13,4013092800,3457,2515451,2515451,4,13,4013092802,1739,92800,92802,P,W,9973,5217,52.31,100,47.69,,,,1259335,1259335,1259335,1259335,50.06,50.06,100,100,5217,1739,50.3,100
4,13,4013092900,1145,2636616,2636616,4,13,4013092801,1718,92900,92801,P,P,2866,4756,0,0,0,,,,1256230,1256230,114,114,0,0,0.01,0.01,0,0,0,0
4,13,4013092900,1145,2636616,2636616,4,13,4013092900,1145,92900,92900,P,W,2866,2866,100,100,0,,,,2630305,2630305,2630305,2630305,99.76,99.76,100,100,2866,1145,100,100
4,13,4013092900,1145,2636616,2636616,4,13,4013093104,1830,92900,93104,P,P,2866,4385,0,0,0,,,,3925974,3925974,6197,6197,0.24,0.24,0.16,0.16,0,0,0,0
4,13,4013093000,3541,2566367,2566367,4,13,4013093001,2144,93000,93001,P,W,8923,4841,54.25,100,45.75,,,,1444252,1444252,1444252,1444252,56.28,56.28,100,100,4841,2144,60.55,100
4,13,4013093000,3541,2566367,2566367,4,13,4013093002,1397,93000,93002,P,W,8923,4082,45.75,100,54.25,,,,1122115,1122115,1122115,1122115,43.72,43.72,100,100,4082,1397,39.45,100
4,13,4013093101,1780,1277772,1277772,4,13,4013093101,1780,93101,93101,W,W,4547,4547,100,100,0,,,,1277772,1277772,1277772,1277772,100,100,100,100,4547,1780,100,100
4,13,4013093102,3428,2513498,2513498,4,13,4013093105,2234,93102,93105,P,W,9310,5242,56.31,100,43.69,,,,1253898,1253898,1253898,1253898,49.89,49.89,100,100,5242,2234,65.17,100
4,13,4013093102,3428,2513498,2513498,4,13,4013093106,1194,93102,93106,P,W,9310,4068,43.69,100,56.31,,,,1259600,1259600,1259600,1259600,50.11,50.11,100,100,4068,1194,34.83,100
4,13,4013093104,1830,3914385,3914385,4,13,4013093104,1830,93104,93104,W,P,4385,4385,100,100,0,,,,3925974,3925974,3914385,3914385,100,100,99.7,99.7,4385,1830,100,100
4,13,4013103205,1045,2635513,2629708,4,13,4013103205,1045,103205,103205,W,W,2652,2652,100,100,0,,,,2635513,2629708,2635513,2629708,100,100,100,100,2652,1045,100,100
4,13,4013103206,976,2573797,2573797,4,13,4013103206,976,103206,103206,W,W,2521,2521,100,100,0,,,,2573797,2573797,2573797,2573797,100,100,100,100,2521,976,100,100
4,13,4013103207,941,2446001,2446001,4,13,4013103207,941,103207,103207,P,W,2459,2459,100,100,0,,,,2445935,2445935,2445935,2445935,100,100,100,100,2459,941,100,100
4,13,4013103207,941,2446001,2446001,4,13,4013216831,1386,103207,216831,P,P,2459,2896,0,0,0,,,,4729811,4724241,66,66,0,0,0,0,0,0,0,0
4,13,4013103208,2687,2777538,2777538,4,13,4013103208,2687,103208,103208,W,W,3927,3927,100,100,0,,,,2777538,2777538,2777538,2777538,100,100,100,100,3927,2687,100,100
4,13,4013103209,2545,6628912,6507997,4,13,4013103209,2545,103209,103209,P,P,5353,5353,100,100,0,,,,6579557,6458642,6579086,6458171,99.25,99.23,99.99,99.99,5353,2545,100,100
4,13,4013103209,2545,6628912,6507997,4,13,4013216830,1908,103209,216830,P,P,5353,3144,0,0,0,,,,2617013,2617013,19114,19114,0.29,0.29,0.73,0.73,0,0,0,0
4,13,4013103209,2545,6628912,6507997,4,13,4013216831,1386,103209,216831,P,P,5353,2896,0,0,0,,,,4729811,4724241,30712,30712,0.46,0.47,0.65,0.65,0,0,0,0
4,13,4013103210,3496,2335920,2335920,4,13,4013103210,3496,103210,103210,W,W,6044,6044,100,100,0,,,,2335920,2335920,2335920,2335920,100,100,100,100,6044,3496,100,100
4,13,4013103211,1800,2713638,2713638,4,13,4013103211,1800,103211,103211,W,W,4395,4395,100,100,0,,,,2713638,2713638,2713638,2713638,100,100,100,100,4395,1800,100,100
4,13,4013103212,1681,2606853,2606853,4,13,4013103212,1681,103212,103212,W,W,4245,4245,100,100,0,,,,2606853,2606853,2606853,2606853,100,100,100,100,4245,1681,100,100
4,13,4013103214,1537,2598235,2590325,4,13,4013103214,1537,103214,103214,W,W,3852,3852,100,100,0,,,,2598235,2590325,2598235,2590325,100,100,100,100,3852,1537,100,100
4,13,4013103215,1009,2710633,2710633,4,13,4013103215,1009,103215,103215,W,W,2779,2779,100,100,0,,,,2710633,2710633,2710633,2710633,100,100,100,100,2779,1009,100,100
4,13,4013103216,2229,2598627,2598627,4,13,4013103216,2229,103216,103216,W,W,5192,5192,100,100,0,,,,2598627,2598627,2598627,2598627,100,100,100,100,5192,2229,100,100
4,13,4013103217,2738,2589037,2589037,4,13,4013103217,2738,103217,103217,W,W,6295,6295,100,100,0,,,,2589037,2589037,2589037,2589037,100,100,100,100,6295,2738,100,100
4,13,4013103218,3532,5074301,5074301,4,13,4013103219,1798,103218,103219,P,W,6006,3012,50.15,100,49.85,,,,2888582,2888582,2888582,2888582,56.93,56.93,100,100,3012,1798,50.91,100
4,13,4013103218,3532,5074301,5074301,4,13,4013103220,1734,103218,103220,P,W,6006,2994,49.85,100,50.15,,,,2185719,2185719,2185719,2185719,43.07,43.07,100,100,2994,1734,49.09,100
4,13,4013103302,2506,2494249,2494249,4,13,4013103302,2506,103302,103302,W,P,6246,6246,100,100,0,,,,2499629,2499629,2494249,2494249,100,100,99.78,99.78,6246,2506,100,100
4,13,4013103303,1730,2550445,2550445,4,13,4013103303,1730,103303,103303,W,W,3475,3475,100,100,0,,,,2550445,2550445,2550445,2550445,100,100,100,100,3475,1730,100,100
4,13,4013103304,1942,954810,954810,4,13,4013103304,1942,103304,103304,W,W,4674,4674,100,100,0,,,,954810,954810,954810,954810,100,100,100,100,4674,1942,100,100
4,13,4013103305,1182,810661,810661,4,13,4013103305,1182,103305,103305,W,W,3092,3092,100,100,0,,,,810661,810661,810661,810661,100,100,100,100,3092,1182,100,100
4,13,4013103306,1494,767903,767903,4,13,4013103306,1494,103306,103306,W,W,3619,3619,100,100,0,,,,767903,767903,767903,767903,100,100,100,100,3619,1494,100,100
4,13,4013103400,1842,2728699,2723900,4,13,4013103302,2506,103400,103302,P,P,4656,6246,0,0,0,,,,2499629,2499629,5380,5380,0.2,0.2,0.22,0.22,0,0,0,0
4,13,4013103400,1842,2728699,2723900,4,13,4013103400,1842,103400,103400,P,W,4656,4656,100,100,0,,,,2723319,2718520,2723319,2718520,99.8,99.8,100,100,4656,1842,100,100
4,13,4013103501,1254,2006860,2006860,4,13,4013103501,1254,103501,103501,W,W,3107,3107,100,100,0,,,,2006860,2006860,2006860,2006860,100,100,100,100,3107,1254,100,100
4,13,4013103502,2619,4457246,4457246,4,13,4013103502,2619,103502,103502,W,W,5914,5914,100,100,0,,,,4457246,4457246,4457246,4457246,100,100,100,100,5914,2619,100,100
4,13,4013103604,1980,3103653,3093964,4,13,4013103604,1980,103604,103604,W,W,4098,4098,100,100,0,,,,3103653,3093964,3103653,3093964,100,100,100,100,4098,1980,100,100
4,13,4013103605,2546,6140753,6133622,4,13,4013103605,2546,103605,103605,W,W,5967,5967,100,100,0,,,,6140753,6133622,6140753,6133622,100,100,100,100,5967,2546,100,100
4,13,4013103606,1846,2424905,2424905,4,13,4013103606,1846,103606,103606,W,W,4089,4089,100,100,0,,,,2424905,2424905,2424905,2424905,100,100,100,100,4089,1846,100,100
4,13,4013103607,1868,2490593,2490593,4,13,4013103607,1868,103607,103607,W,W,4496,4496,100,100,0,,,,2490593,2490593,2490593,2490593,100,100,100,100,4496,1868,100,100
4,13,4013103608,1586,2462940,2462940,4,13,4013103608,1586,103608,103608,W,W,3587,3587,100,100,0,,,,2462940,2462940,2462940,2462940,100,100,100,100,3587,1586,100,100
4,13,4013103609,2533,2495466,2493405,4,13,4013103609,2533,103609,103609,W,W,5280,5280,100,100,0,,,,2495466,2493405,2495466,2493405,100,100,100,100,5280,2533,100,100
4,13,4013103611,2365,5219791,5215782,4,13,4013103611,2365,103611,103611,W,W,5121,5121,100,100,0,,,,5219791,5215782,5219791,5215782,100,100,100,100,5121,2365,100,100
4,13,4013103612,2463,1976903,1976903,4,13,4013103612,2463,103612,103612,W,W,4762,4762,100,100,0,,,,1976903,1976903,1976903,1976903,100,100,100,100,4762,2463,100,100
4,13,4013103614,1252,2193319,2193319,4,13,4013103614,1252,103614,103614,W,W,2998,2998,100,100,0,,,,2193319,2193319,2193319,2193319,100,100,100,100,2998,1252,100,100
4,13,4013103615,1938,7070097,7070097,4,13,4013103615,1938,103615,103615,W,W,4748,4748,100,100,0,,,,7070097,7070097,7070097,7070097,100,100,100,100,4748,1938,100,100
4,13,4013103700,4289,7288253,7288253,4,13,4013103701,2558,103700,103701,P,W,7756,4700,60.6,100,39.4,,,,2570884,2570884,2570884,2570884,35.27,35.27,100,100,4700,2558,59.64,100
4,13,4013103700,4289,7288253,7288253,4,13,4013103702,1731,103700,103702,P,W,7756,3056,39.4,100,60.6,,,,4717369,4717369,4717369,4717369,64.73,64.73,100,100,3056,1731,40.36,100
4,13,4013103900,2418,2522508,2522034,4,13,4013103900,2418,103900,103900,W,W,5827,5827,100,100,0,,,,2522508,2522034,2522508,2522034,100,100,100,100,5827,2418,100,100
4,13,4013104000,2831,2563950,2563950,4,13,4013104000,2831,104000,104000,W,W,6725,6725,100,100,0,,,,2563950,2563950,2563950,2563950,100,100,100,100,6725,2831,100,100
4,13,4013104100,2625,2564317,2564317,4,13,4013104100,2625,104100,104100,W,W,6567,6567,100,100,0,,,,2564317,2564317,2564317,2564317,100,100,100,100,6567,2625,100,100
4,13,4013104202,1882,2578358,2578358,4,13,4013104202,1882,104202,104202,W,W,5131,5131,100,100,0,,,,2578358,2578358,2578358,2578358,100,100,100,100,5131,1882,100,100
4,13,4013104203,2379,2582687,2582499,4,13,4013104203,2379,104203,104203,W,W,6211,6211,100,100,0,,,,2582687,2582499,2582687,2582499,100,100,100,100,6211,2379,100,100
4,13,4013104204,1126,1472895,1441134,4,13,4013104204,1126,104204,104204,W,W,3230,3230,100,100,0,,,,1472895,1441134,1472895,1441134,100,100,100,100,3230,1126,100,100
4,13,4013104205,2603,3495511,3376808,4,13,4013104205,2603,104205,104205,P,P,5156,5156,100,100,0,,,,3496002,3377381,3495396,3376775,100,100,99.98,99.98,5156,2603,100,100
4,13,4013104205,2603,3495511,3376808,4,13,4013104206,1474,104205,104206,P,P,5156,3813,0,0,0,,,,1636068,1625210,115,33,0,0,0.01,0,0,0,0,0
4,13,4013104206,1474,1635106,1624330,4,13,4013104206,1474,104206,104206,W,P,3813,3813,100,100,0,,,,1636068,1625210,1635106,1624330,100,100,99.94,99.95,3813,1474,100,100
4,13,4013104207,1925,2649677,2649677,4,13,4013104207,1925,104207,104207,W,W,4240,4240,100,100,0,,,,2649677,2649677,2649677,2649677,100,100,100,100,4240,1925,100,100
4,13,4013104212,2321,2581210,2581210,4,13,4013104212,2321,104212,104212,W,W,6174,6174,100,100,0,,,,2581210,2581210,2581210,2581210,100,100,100,100,6174,2321,100,100
4,13,4013104214,768,2445657,2445657,4,13,4013104214,768,104214,104214,W,W,2312,2312,100,100,0,,,,2445657,2445657,2445657,2445657,100,100,100,100,2312,768,100,100
4,13,4013104215,1727,2310146,2310146,4,13,4013104215,1727,104215,104215,W,W,4026,4026,100,100,0,,,,2310146,2310146,2310146,2310146,100,100,100,100,4026,1727,100,100
4,13,4013104216,2040,2492469,2459580,4,13,4013104216,2040,104216,104216,W,W,4771,4771,100,100,0,,,,2492469,2459580,2492469,2459580,100,100,100,100,4771,2040,100,100
4,13,4013104217,2059,2576866,2576866,4,13,4013104217,2059,104217,104217,W,W,4882,4882,100,100,0,,,,2576866,2576866,2576866,2576866,100,100,100,100,4882,2059,100,100
4,13,4013104218,1640,2565553,2565553,4,13,4013104218,1640,104218,104218,W,W,3941,3941,100,100,0,,,,2565553,2565553,2565553,2565553,100,100,100,100,3941,1640,100,100
4,13,4013104219,1026,2558520,2558520,4,13,4013104219,1026,104219,104219,W,W,2982,2982,100,100,0,,,,2558520,2558520,2558520,2558520,100,100,100,100,2982,1026,100,100
4,13,4013104221,2145,2571541,2569318,4,13,4013104221,2145,104221,104221,W,W,5864,5864,100,100,0,,,,2571541,2569318,2571541,2569318,100,100,100,100,5864,2145,100,100
4,13,4013104222,2268,2491304,2491304,4,13,4013104222,2268,104222,104222,W,W,5915,5915,100,100,0,,,,2491304,2491304,2491304,2491304,100,100,100,100,5915,2268,100,100
4,13,4013104223,644,2480393,2476173,4,13,4013104223,644,104223,104223,W,W,1857,1857,100,100,0,,,,2480393,2476173,2480393,2476173,100,100,100,100,1857,644,100,100
4,13,4013104224,2553,2570603,2545408,4,13,4013104224,2553,104224,104224,W,W,5898,5898,100,100,0,,,,2570603,2545408,2570603,2545408,100,100,100,100,5898,2553,100,100
4,13,4013104225,1398,2493198,2476321,4,13,4013104225,1398,104225,104225,W,W,3699,3699,100,100,0,,,,2493198,2476321,2493198,2476321,100,100,100,100,3699,1398,100,100
4,13,4013104226,1914,2558855,2558855,4,13,4013104226,1914,104226,104226,W,W,4373,4373,100,100,0,,,,2558855,2558855,2558855,2558855,100,100,100,100,4373,1914,100,100
4,13,4013104227,842,1094989,1082524,4,13,4013104227,842,104227,104227,W,W,2059,2059,100,100,0,,,,1094989,1082524,1094989,1082524,100,100,100,100,2059,842,100,100
