name,label,predicateType,group,limit,attributes,concept,required
B24124_512E,Estimate!!Total!!Other transportation workers,int,B24124,0,"B24124_512EA,B24124_512M,B24124_512MA",NA,NA
B09016_003E,Estimate!!Total!!In households!!In family households,int,B09016,0,"B09016_003EA,B09016_003M,B09016_003MA",NA,NA
B09010_012E,"Estimate!!Total!!Living in household with no Supplemental Security Income (SSI), cash public assistance income, or Food Stamps/SNAP in the past 12 months!!In family households!!In female householder, no husband present, family",int,B09010,0,"B09010_012EA,B09010_012M,B09010_012MA",NA,NA
B24124_511E,"Estimate!!Total!!Transportation attendants, except flight attendants",int,B24124,0,"B24124_511EA,B24124_511M,B24124_511MA",NA,NA
B25111_003E,Estimate!!Median gross rent!!Total!!Built 2000 to 2004,int,B25111,0,"B25111_003EA,B25111_003M,B25111_003MA",NA,NA
B09010_011E,"Estimate!!Total!!Living in household with no Supplemental Security Income (SSI), cash public assistance income, or Food Stamps/SNAP in the past 12 months!!In family households!!In male householder, no wife present, family",int,B09010,0,"B09010_011EA,B09010_011M,B09010_011MA",NA,NA
B09016_001E,Estimate!!Total,int,B09016,0,"B09016_001EA,B09016_001M,B09016_001MA",NA,NA
B25111_002E,Estimate!!Median gross rent!!Total!!Built 2005 or later,int,B25111,0,"B25111_002EA,B25111_002M,B25111_002MA",NA,NA
B20005I_079E,"Estimate!!Total!!Female!!Other!!With earnings!!$7,500 to $9,999",int,B20005I,0,"B20005I_079EA,B20005I_079M,B20005I_079MA",NA,NA
B09010_010E,"Estimate!!Total!!Living in household with no Supplemental Security Income (SSI), cash public assistance income, or Food Stamps/SNAP in the past 12 months!!In family households!!In married-couple family",int,B09010,0,"B09010_010EA,B09010_010M,B09010_010MA",NA,NA
B24012_047E,"Estimate!!Total!!Female!!Management, business, science, and arts occupations!!Education, legal, community service, arts, and media occupations",int,B24012,0,"B24012_047EA,B24012_047M,B24012_047MA",NA,NA
C24050_026E,"Estimate!!Total!!Management, business, science, and arts occupations!!Arts, entertainment, and recreation, and accommodation and food services",int,C24050,0,"C24050_026EA,C24050_026M,C24050_026MA",NA,NA
C23002A_002E,Estimate!!Total!!Male,int,C23002A,0,"C23002A_002EA,C23002A_002M,C23002A_002MA",NA,NA
B24124_515E,"Estimate!!Total!!Dredge, excavating, and loading machine operators",int,B24124,0,"B24124_515EA,B24124_515M,B24124_515MA",NA,NA
B24122_057E,"Estimate!!Total!!Tax examiners and collectors, and revenue agents",int,B24122,0,"B24122_057EA,B24122_057M,B24122_057MA",NA,NA
C23002A_001E,Estimate!!Total,int,C23002A,0,"C23002A_001EA,C23002A_001M,C23002A_001MA",NA,NA
B08302_005E,Estimate!!Total!!6:00 a.m. to 6:29 a.m.,int,B08302,0,"B08302_005EA,B08302_005M,B08302_005MA",NA,NA
B01001C_030E,Estimate!!Total!!Female!!75 to 84 years,int,B01001C,0,"B01001C_030EA,B01001C_030M,B01001C_030MA",NA,NA
C24050_027E,"Estimate!!Total!!Management, business, science, and arts occupations!!Other services, except public administration",int,C24050,0,"C24050_027EA,C24050_027M,C24050_027MA",NA,NA
B24012_046E,"Estimate!!Total!!Female!!Management, business, science, and arts occupations!!Computer, engineering, and science occupations!!Life, physical, and social science occupations",int,B24012,0,"B24012_046EA,B24012_046M,B24012_046MA",NA,NA
B24124_516E,Estimate!!Total!!Hoist and winch operators,int,B24124,0,"B24124_516EA,B24124_516M,B24124_516MA",NA,NA
B24122_058E,Estimate!!Total!!Tax preparers,int,B24122,0,"B24122_058EA,B24122_058M,B24122_058MA",NA,NA
B08302_006E,Estimate!!Total!!6:30 a.m. to 6:59 a.m.,int,B08302,0,"B08302_006EA,B08302_006M,B08302_006MA",NA,NA
C24050_028E,"Estimate!!Total!!Management, business, science, and arts occupations!!Public administration",int,C24050,0,"C24050_028EA,C24050_028M,C24050_028MA",NA,NA
B24012_049E,"Estimate!!Total!!Female!!Management, business, science, and arts occupations!!Education, legal, community service, arts, and media occupations!!Legal occupations",int,B24012,0,"B24012_049EA,B24012_049M,B24012_049MA",NA,NA
B24124_513E,Estimate!!Total!!Conveyor operators and tenders,int,B24124,0,"B24124_513EA,B24124_513M,B24124_513MA",NA,NA
B24122_059E,"Estimate!!Total!!Financial specialists, all other",int,B24122,0,"B24122_059EA,B24122_059M,B24122_059MA",NA,NA
B08302_007E,Estimate!!Total!!7:00 a.m. to 7:29 a.m.,int,B08302,0,"B08302_007EA,B08302_007M,B08302_007MA",NA,NA
B24012_048E,"Estimate!!Total!!Female!!Management, business, science, and arts occupations!!Education, legal, community service, arts, and media occupations!!Community and social service occupations",int,B24012,0,"B24012_048EA,B24012_048M,B24012_048MA",NA,NA
B24124_514E,Estimate!!Total!!Crane and tower operators,int,B24124,0,"B24124_514EA,B24124_514M,B24124_514MA",NA,NA
C24050_029E,Estimate!!Total!!Service occupations,int,C24050,0,"C24050_029EA,C24050_029M,C24050_029MA",NA,NA
B08302_008E,Estimate!!Total!!7:30 a.m. to 7:59 a.m.,int,B08302,0,"B08302_008EA,B08302_008M,B08302_008MA",NA,NA
C24050_013E,"Estimate!!Total!!Other services, except public administration",int,C24050,0,"C24050_013EA,C24050_013M,C24050_013MA",NA,NA
B08537_019E,Estimate!!Total!!Worked at home,int,B08537,0,"B08537_019EA,B08537_019M,B08537_019MA",NA,NA
B25123_012E,Estimate!!Total!!Renter occupied!!With four selected conditions,int,B25123,0,"B25123_012EA,B25123_012M,B25123_012MA",NA,NA
B01001H_018E,Estimate!!Total!!Female!!Under 5 years,int,B01001H,0,"B01001H_018EA,B01001H_018M,B01001H_018MA",NA,NA
B04004_028E,Estimate!!Total!!Celtic,int,B04004,0,"B04004_028EA,B04004_028M,B04004_028MA",NA,NA
B17010E_041E,"Estimate!!Total!!Income in the past 12 months at or above poverty level!!Other family!!Female householder, no husband present!!No related children under 18 years",int,B17010E,0,"B17010E_041EA,B17010E_041M,B17010E_041MA",NA,NA
C24050_012E,"Estimate!!Total!!Arts, entertainment, and recreation, and accommodation and food services",int,C24050,0,"C24050_012EA,C24050_012M,C24050_012MA",NA,NA
B25123_013E,Estimate!!Total!!Renter occupied!!No selected conditions,int,B25123,0,"B25123_013EA,B25123_013M,B25123_013MA",NA,NA
B01001H_017E,Estimate!!Total!!Female,int,B01001H,0,"B01001H_017EA,B01001H_017M,B01001H_017MA",NA,NA
B04004_029E,Estimate!!Total!!Croatian,int,B04004,0,"B04004_029EA,B04004_029M,B04004_029MA",NA,NA
B08537_016E,"Estimate!!Total!!Taxicab, motorcycle, bicycle, or other means",int,B08537,0,"B08537_016EA,B08537_016M,B08537_016MA",NA,NA
B20005I_060E,"Estimate!!Total!!Female!!Worked full-time, year-round in the past 12 months!!With earnings!!$17,500 to $19,999",int,B20005I,0,"B20005I_060EA,B20005I_060M,B20005I_060MA",NA,NA
B17010C_010E,"Estimate!!Total!!Income in the past 12 months below poverty level!!Other family!!Male householder, no wife present",int,B17010C,0,"B17010C_010EA,B17010C_010M,B17010C_010MA",NA,NA
B08537_017E,"Estimate!!Total!!Taxicab, motorcycle, bicycle, or other means!!Householder lived in owner-occupied housing units",int,B08537,0,"B08537_017EA,B08537_017M,B08537_017MA",NA,NA
C24050_011E,"Estimate!!Total!!Educational services, and health care and social assistance",int,C24050,0,"C24050_011EA,C24050_011M,C24050_011MA",NA,NA
B01001H_016E,Estimate!!Total!!Male!!85 years and over,int,B01001H,0,"B01001H_016EA,B01001H_016M,B01001H_016MA",NA,NA
B20005I_061E,"Estimate!!Total!!Female!!Worked full-time, year-round in the past 12 months!!With earnings!!$20,000 to $22,499",int,B20005I,0,"B20005I_061EA,B20005I_061M,B20005I_061MA",NA,NA
B07008_036E,Estimate!!Total!!Moved from abroad!!Widowed,int,B07008,0,"B07008_036EA,B07008_036M,B07008_036MA",NA,NA
C24050_010E,"Estimate!!Total!!Professional, scientific, and management, and administrative and waste management services",int,C24050,0,"C24050_010EA,C24050_010M,C24050_010MA",NA,NA
B08537_018E,"Estimate!!Total!!Taxicab, motorcycle, bicycle, or other means!!Householder lived in renter-occupied housing units",int,B08537,0,"B08537_018EA,B08537_018M,B08537_018MA",NA,NA
B01001H_015E,Estimate!!Total!!Male!!75 to 84 years,int,B01001H,0,"B01001H_015EA,B01001H_015M,B01001H_015MA",NA,NA
B20005I_062E,"Estimate!!Total!!Female!!Worked full-time, year-round in the past 12 months!!With earnings!!$22,500 to $24,999",int,B20005I,0,"B20005I_062EA,B20005I_062M,B20005I_062MA",NA,NA
B08537_014E,Estimate!!Total!!Walked!!Householder lived in owner-occupied housing units,int,B08537,0,"B08537_014EA,B08537_014M,B08537_014MA",NA,NA
B17010C_012E,"Estimate!!Total!!Income in the past 12 months below poverty level!!Other family!!Male householder, no wife present!!With related children under 18 years!!Under 5 years only",int,B17010C,0,"B17010C_012EA,B17010C_012M,B17010C_012MA",NA,NA
B04004_025E,Estimate!!Total!!Cajun,int,B04004,0,"B04004_025EA,B04004_025M,B04004_025MA",NA,NA
B07008_035E,Estimate!!Total!!Moved from abroad!!Separated,int,B07008,0,"B07008_035EA,B07008_035M,B07008_035MA",NA,NA
B17010C_011E,"Estimate!!Total!!Income in the past 12 months below poverty level!!Other family!!Male householder, no wife present!!With related children under 18 years",int,B17010C,0,"B17010C_011EA,B17010C_011M,B17010C_011MA",NA,NA
B08537_015E,Estimate!!Total!!Walked!!Householder lived in renter-occupied housing units,int,B08537,0,"B08537_015EA,B08537_015M,B08537_015MA",NA,NA
B20005I_063E,"Estimate!!Total!!Female!!Worked full-time, year-round in the past 12 months!!With earnings!!$25,000 to $29,999",int,B20005I,0,"B20005I_063EA,B20005I_063M,B20005I_063MA",NA,NA
B04004_024E,Estimate!!Total!!Bulgarian,int,B04004,0,"B04004_024EA,B04004_024M,B04004_024MA",NA,NA
B07008_034E,Estimate!!Total!!Moved from abroad!!Divorced,int,B07008,0,"B07008_034EA,B07008_034M,B07008_034MA",NA,NA
B20005I_064E,"Estimate!!Total!!Female!!Worked full-time, year-round in the past 12 months!!With earnings!!$30,000 to $34,999",int,B20005I,0,"B20005I_064EA,B20005I_064M,B20005I_064MA",NA,NA
B08537_012E,Estimate!!Total!!Public transportation (excluding taxicab)!!Householder lived in renter-occupied housing units,int,B08537,0,"B08537_012EA,B08537_012M,B08537_012MA",NA,NA
B17010C_014E,"Estimate!!Total!!Income in the past 12 months below poverty level!!Other family!!Male householder, no wife present!!With related children under 18 years!!5 to 17 years only",int,B17010C,0,"B17010C_014EA,B17010C_014M,B17010C_014MA",NA,NA
B04004_027E,Estimate!!Total!!Carpatho Rusyn,int,B04004,0,"B04004_027EA,B04004_027M,B04004_027MA",NA,NA
B07008_033E,"Estimate!!Total!!Moved from abroad!!Now married, except separated",int,B07008,0,"B07008_033EA,B07008_033M,B07008_033MA",NA,NA
B08537_013E,Estimate!!Total!!Walked,int,B08537,0,"B08537_013EA,B08537_013M,B08537_013MA",NA,NA
B20005I_065E,"Estimate!!Total!!Female!!Worked full-time, year-round in the past 12 months!!With earnings!!$35,000 to $39,999",int,B20005I,0,"B20005I_065EA,B20005I_065M,B20005I_065MA",NA,NA
B17010C_013E,"Estimate!!Total!!Income in the past 12 months below poverty level!!Other family!!Male householder, no wife present!!With related children under 18 years!!Under 5 years and 5 to 17 years",int,B17010C,0,"B17010C_013EA,B17010C_013M,B17010C_013MA",NA,NA
B04004_026E,Estimate!!Total!!Canadian,int,B04004,0,"B04004_026EA,B04004_026M,B04004_026MA",NA,NA
B23009_021E,"Estimate!!Total!!With own children under 18 years!!Other family!!Female householder, no husband present!!2 workers",int,B23009,0,"B23009_021EA,B23009_021M,B23009_021MA",NA,NA
B23009_020E,"Estimate!!Total!!With own children under 18 years!!Other family!!Female householder, no husband present!!1 worker",int,B23009,0,"B23009_020EA,B23009_020M,B23009_020MA",NA,NA
B01001H_019E,Estimate!!Total!!Female!!5 to 9 years,int,B01001H,0,"B01001H_019EA,B01001H_019M,B01001H_019MA",NA,NA
B07008_032E,Estimate!!Total!!Moved from abroad!!Never married,int,B07008,0,"B07008_032EA,B07008_032M,B07008_032MA",NA,NA
B20005B_056E,"Estimate!!Total!!Female!!Worked full-time, year-round in the past 12 months!!With earnings!!$7,500 to $9,999",int,B20005B,0,"B20005B_056EA,B20005B_056M,B20005B_056MA",NA,NA
B01001H_010E,Estimate!!Total!!Male!!30 to 34 years,int,B01001H,0,"B01001H_010EA,B01001H_010M,B01001H_010MA",NA,NA
B23009_022E,"Estimate!!Total!!With own children under 18 years!!Other family!!Female householder, no husband present!!3 or more workers",int,B23009,0,"B23009_022EA,B23009_022M,B23009_022MA",NA,NA
B17010C_016E,"Estimate!!Total!!Income in the past 12 months below poverty level!!Other family!!Female householder, no husband present",int,B17010C,0,"B17010C_016EA,B17010C_016M,B17010C_016MA",NA,NA
B04004_021E,Estimate!!Total!!Belgian,int,B04004,0,"B04004_021EA,B04004_021M,B04004_021MA",NA,NA
B08537_010E,Estimate!!Total!!Public transportation (excluding taxicab),int,B08537,0,"B08537_010EA,B08537_010M,B08537_010MA",NA,NA
B24122_060E,Estimate!!Total!!Computer and information research scientists,int,B24122,0,"B24122_060EA,B24122_060M,B24122_060MA",NA,NA
B20005B_055E,"Estimate!!Total!!Female!!Worked full-time, year-round in the past 12 months!!With earnings!!$5,000 to $7,499",int,B20005B,0,"B20005B_055EA,B20005B_055M,B20005B_055MA",NA,NA
B23009_023E,Estimate!!Total!!No children under 18 years,int,B23009,0,"B23009_023EA,B23009_023M,B23009_023MA",NA,NA
B17010C_015E,"Estimate!!Total!!Income in the past 12 months below poverty level!!Other family!!Male householder, no wife present!!No related children under 18 years",int,B17010C,0,"B17010C_015EA,B17010C_015M,B17010C_015MA",NA,NA
B08537_011E,Estimate!!Total!!Public transportation (excluding taxicab)!!Householder lived in owner-occupied housing units,int,B08537,0,"B08537_011EA,B08537_011M,B08537_011MA",NA,NA
B04004_020E,Estimate!!Total!!Basque,int,B04004,0,"B04004_020EA,B04004_020M,B04004_020MA",NA,NA
B20005B_054E,"Estimate!!Total!!Female!!Worked full-time, year-round in the past 12 months!!With earnings!!$2,500 to $4,999",int,B20005B,0,"B20005B_054EA,B20005B_054M,B20005B_054MA",NA,NA
B17010C_018E,"Estimate!!Total!!Income in the past 12 months below poverty level!!Other family!!Female householder, no husband present!!With related children under 18 years!!Under 5 years only",int,B17010C,0,"B17010C_018EA,B17010C_018M,B17010C_018MA",NA,NA
B04004_023E,Estimate!!Total!!British,int,B04004,0,"B04004_023EA,B04004_023M,B04004_023MA",NA,NA
B23009_024E,Estimate!!Total!!No children under 18 years!!Married-couple family,int,B23009,0,"B23009_024EA,B23009_024M,B23009_024MA",NA,NA
B20005B_053E,"Estimate!!Total!!Female!!Worked full-time, year-round in the past 12 months!!With earnings!!$1 to $2,499 or loss",int,B20005B,0,"B20005B_053EA,B20005B_053M,B20005B_053MA",NA,NA
B23009_025E,Estimate!!Total!!No children under 18 years!!Married-couple family!!No workers,int,B23009,0,"B23009_025EA,B23009_025M,B23009_025MA",NA,NA
B17010C_017E,"Estimate!!Total!!Income in the past 12 months below poverty level!!Other family!!Female householder, no husband present!!With related children under 18 years",int,B17010C,0,"B17010C_017EA,B17010C_017M,B17010C_017MA",NA,NA
B04004_022E,Estimate!!Total!!Brazilian,int,B04004,0,"B04004_022EA,B04004_022M,B04004_022MA",NA,NA
B20005B_052E,"Estimate!!Total!!Female!!Worked full-time, year-round in the past 12 months!!With earnings",int,B20005B,0,"B20005B_052EA,B20005B_052M,B20005B_052MA",NA,NA
B01001H_014E,Estimate!!Total!!Male!!65 to 74 years,int,B01001H,0,"B01001H_014EA,B01001H_014M,B01001H_014MA",NA,NA
B05005PR_006E,Estimate!!Total!!Entered 2000 or later!!Foreign born!!Not a U.S. citizen,int,B05005PR,0,"B05005PR_006EA,B05005PR_006M,B05005PR_006MA",NA,NA
B23009_026E,Estimate!!Total!!No children under 18 years!!Married-couple family!!1 worker,int,B23009,0,"B23009_026EA,B23009_026M,B23009_026MA",NA,NA
B19037F_006E,"Estimate!!Total!!Householder under 25 years!!$20,000 to $24,999",int,B19037F,0,"B19037F_006EA,B19037F_006M,B19037F_006MA",NA,NA
B20005B_051E,"Estimate!!Total!!Female!!Worked full-time, year-round in the past 12 months!!No earnings",int,B20005B,0,"B20005B_051EA,B20005B_051M,B20005B_051MA",NA,NA
B05005PR_007E,Estimate!!Total!!Entered 1990 to 1999,int,B05005PR,0,"B05005PR_007EA,B05005PR_007M,B05005PR_007MA",NA,NA
B01001H_013E,Estimate!!Total!!Male!!55 to 64 years,int,B01001H,0,"B01001H_013EA,B01001H_013M,B01001H_013MA",NA,NA
B17010C_019E,"Estimate!!Total!!Income in the past 12 months below poverty level!!Other family!!Female householder, no husband present!!With related children under 18 years!!Under 5 years and 5 to 17 years",int,B17010C,0,"B17010C_019EA,B17010C_019M,B17010C_019MA",NA,NA
B23009_027E,Estimate!!Total!!No children under 18 years!!Married-couple family!!2 workers,int,B23009,0,"B23009_027EA,B23009_027M,B23009_027MA",NA,NA
B19037F_007E,"Estimate!!Total!!Householder under 25 years!!$25,000 to $29,999",int,B19037F,0,"B19037F_007EA,B19037F_007M,B19037F_007MA",NA,NA
B05005PR_008E,Estimate!!Total!!Entered 1990 to 1999!!Native,int,B05005PR,0,"B05005PR_008EA,B05005PR_008M,B05005PR_008MA",NA,NA
B20005B_050E,"Estimate!!Total!!Female!!Worked full-time, year-round in the past 12 months",int,B20005B,0,"B20005B_050EA,B20005B_050M,B20005B_050MA",NA,NA
B25123_010E,Estimate!!Total!!Renter occupied!!With two selected conditions,int,B25123,0,"B25123_010EA,B25123_010M,B25123_010MA",NA,NA
B01001H_012E,Estimate!!Total!!Male!!45 to 54 years,int,B01001H,0,"B01001H_012EA,B01001H_012M,B01001H_012MA",NA,NA
B25011_002E,Estimate!!Total!!Owner occupied,int,B25011,0,"B25011_002EA,B25011_002M,B25011_002MA",NA,NA
B17010E_040E,"Estimate!!Total!!Income in the past 12 months at or above poverty level!!Other family!!Female householder, no husband present!!With related children under 18 years!!5 to 17 years only",int,B17010E,0,"B17010E_040EA,B17010E_040M,B17010E_040MA",NA,NA
B19037F_008E,"Estimate!!Total!!Householder under 25 years!!$30,000 to $34,999",int,B19037F,0,"B19037F_008EA,B19037F_008M,B19037F_008MA",NA,NA
B23009_028E,Estimate!!Total!!No children under 18 years!!Married-couple family!!2 workers!!Husband and wife worked,int,B23009,0,"B23009_028EA,B23009_028M,B23009_028MA",NA,NA
B25011_001E,Estimate!!Total,int,B25011,0,"B25011_001EA,B25011_001M,B25011_001MA",NA,NA
B05005PR_009E,Estimate!!Total!!Entered 1990 to 1999!!Foreign born,int,B05005PR,0,"B05005PR_009EA,B05005PR_009M,B05005PR_009MA",NA,NA
B19037F_009E,"Estimate!!Total!!Householder under 25 years!!$35,000 to $39,999",int,B19037F,0,"B19037F_009EA,B19037F_009M,B19037F_009MA",NA,NA
B25123_011E,Estimate!!Total!!Renter occupied!!With three selected conditions,int,B25123,0,"B25123_011EA,B25123_011M,B25123_011MA",NA,NA
B01001H_011E,Estimate!!Total!!Male!!35 to 44 years,int,B01001H,0,"B01001H_011EA,B01001H_011M,B01001H_011MA",NA,NA
B23009_029E,Estimate!!Total!!No children under 18 years!!Married-couple family!!2 workers!!Other,int,B23009,0,"B23009_029EA,B23009_029M,B23009_029MA",NA,NA
B24122_067E,Estimate!!Total!!Database administrators,int,B24122,0,"B24122_067EA,B24122_067M,B24122_067MA",NA,NA
B19037F_003E,"Estimate!!Total!!Householder under 25 years!!Less than $10,000",int,B19037F,0,"B19037F_003EA,B19037F_003M,B19037F_003MA",NA,NA
B05005PR_002E,Estimate!!Total!!Entered 2000 or later,int,B05005PR,0,"B05005PR_002EA,B05005PR_002M,B05005PR_002MA",NA,NA
B19216_014E,Estimate!!Aggregate nonfamily household income in the past 12 months (in 2010 inflation-adjusted dollars)!!Female householder (dollars)!!Not living alone (dollars)!!Householder 15 to 64 years (dollars),int,B19216,0,"B19216_014EA,B19216_014M,B19216_014MA",NA,NA
B19215_014E,Estimate!!Median nonfamily household income in the past 12 months (in 2010 inflation-adjusted dollars)!!Female householder!!Not living alone!!Householder 15 to 64 years (dollars),int,B19215,0,"B19215_014EA,B19215_014M,B19215_014MA",NA,NA
B24012_033E,"Estimate!!Total!!Male!!Natural resources, construction, and maintenance occupations!!Installation, maintenance, and repair occupations",int,B24012,0,"B24012_033EA,B24012_033M,B24012_033MA",NA,NA
B25011_003E,Estimate!!Total!!Owner occupied!!Family households,int,B25011,0,"B25011_003EA,B25011_003M,B25011_003MA",NA,NA
B19037F_002E,Estimate!!Total!!Householder under 25 years,int,B19037F,0,"B19037F_002EA,B19037F_002M,B19037F_002MA",NA,NA
B05005PR_001E,Estimate!!Total,int,B05005PR,0,"B05005PR_001EA,B05005PR_001M,B05005PR_001MA",NA,NA
B24122_068E,Estimate!!Total!!Network and computer systems administrators,int,B24122,0,"B24122_068EA,B24122_068M,B24122_068MA",NA,NA
B19216_013E,Estimate!!Aggregate nonfamily household income in the past 12 months (in 2010 inflation-adjusted dollars)!!Female householder (dollars)!!Not living alone (dollars),int,B19216,0,"B19216_013EA,B19216_013M,B19216_013MA",NA,NA
B19215_015E,Estimate!!Median nonfamily household income in the past 12 months (in 2010 inflation-adjusted dollars)!!Female householder!!Not living alone!!Householder 65 years and over (dollars),int,B19215,0,"B19215_015EA,B19215_015M,B19215_015MA",NA,NA
B25011_004E,Estimate!!Total!!Owner occupied!!Family households!!Married-couple family,int,B25011,0,"B25011_004EA,B25011_004M,B25011_004MA",NA,NA
B24012_032E,"Estimate!!Total!!Male!!Natural resources, construction, and maintenance occupations!!Construction and extraction occupations",int,B24012,0,"B24012_032EA,B24012_032M,B24012_032MA",NA,NA
B05005PR_004E,Estimate!!Total!!Entered 2000 or later!!Foreign born,int,B05005PR,0,"B05005PR_004EA,B05005PR_004M,B05005PR_004MA",NA,NA
B19037F_005E,"Estimate!!Total!!Householder under 25 years!!$15,000 to $19,999",int,B19037F,0,"B19037F_005EA,B19037F_005M,B19037F_005MA",NA,NA
B24122_065E,Estimate!!Total!!Web developers,int,B24122,0,"B24122_065EA,B24122_065M,B24122_065MA",NA,NA
B25011_005E,Estimate!!Total!!Owner occupied!!Family households!!Married-couple family!!Householder 15 to 34 years,int,B25011,0,"B25011_005EA,B25011_005M,B25011_005MA",NA,NA
B24012_031E,"Estimate!!Total!!Male!!Natural resources, construction, and maintenance occupations!!Farming, fishing, and forestry occupations",int,B24012,0,"B24012_031EA,B24012_031M,B24012_031MA",NA,NA
B05005PR_005E,Estimate!!Total!!Entered 2000 or later!!Foreign born!!Naturalized U.S. citizen,int,B05005PR,0,"B05005PR_005EA,B05005PR_005M,B05005PR_005MA",NA,NA
B19037F_004E,"Estimate!!Total!!Householder under 25 years!!$10,000 to $14,999",int,B19037F,0,"B19037F_004EA,B19037F_004M,B19037F_004MA",NA,NA
B05005PR_003E,Estimate!!Total!!Entered 2000 or later!!Native,int,B05005PR,0,"B05005PR_003EA,B05005PR_003M,B05005PR_003MA",NA,NA
B24122_066E,Estimate!!Total!!Computer support specialists,int,B24122,0,"B24122_066EA,B24122_066M,B24122_066MA",NA,NA
B19216_015E,Estimate!!Aggregate nonfamily household income in the past 12 months (in 2010 inflation-adjusted dollars)!!Female householder (dollars)!!Not living alone (dollars)!!Householder 65 years and over (dollars),int,B19216,0,"B19216_015EA,B19216_015M,B19216_015MA",NA,NA
B25011_006E,Estimate!!Total!!Owner occupied!!Family households!!Married-couple family!!Householder 35 to 64 years,int,B25011,0,"B25011_006EA,B25011_006M,B25011_006MA",NA,NA
B24012_030E,"Estimate!!Total!!Male!!Natural resources, construction, and maintenance occupations",int,B24012,0,"B24012_030EA,B24012_030M,B24012_030MA",NA,NA
B24122_063E,Estimate!!Total!!Computer programmers,int,B24122,0,"B24122_063EA,B24122_063M,B24122_063MA",NA,NA
B19216_010E,Estimate!!Aggregate nonfamily household income in the past 12 months (in 2010 inflation-adjusted dollars)!!Female householder (dollars)!!Living alone (dollars),int,B19216,0,"B19216_010EA,B19216_010M,B19216_010MA",NA,NA
B25011_007E,Estimate!!Total!!Owner occupied!!Family households!!Married-couple family!!Householder 65 years and over,int,B25011,0,"B25011_007EA,B25011_007M,B25011_007MA",NA,NA
B20005B_059E,"Estimate!!Total!!Female!!Worked full-time, year-round in the past 12 months!!With earnings!!$15,000 to $17,499",int,B20005B,0,"B20005B_059EA,B20005B_059M,B20005B_059MA",NA,NA
B09016_016E,Estimate!!Total!!In households!!In family households!!Nonrelatives!!Unmarried partner,int,B09016,0,"B09016_016EA,B09016_016M,B09016_016MA",NA,NA
B24122_064E,"Estimate!!Total!!Software developers, applications and systems software",int,B24122,0,"B24122_064EA,B24122_064M,B24122_064MA",NA,NA
B25011_008E,Estimate!!Total!!Owner occupied!!Family households!!Other family,int,B25011,0,"B25011_008EA,B25011_008M,B25011_008MA",NA,NA
B09016_017E,Estimate!!Total!!In households!!In family households!!Nonrelatives!!Foster child,int,B09016,0,"B09016_017EA,B09016_017M,B09016_017MA",NA,NA
B24122_061E,Estimate!!Total!!Computer systems analysts,int,B24122,0,"B24122_061EA,B24122_061M,B24122_061MA",NA,NA
B19216_012E,Estimate!!Aggregate nonfamily household income in the past 12 months (in 2010 inflation-adjusted dollars)!!Female householder (dollars)!!Living alone (dollars)!!Householder 65 years and over (dollars),int,B19216,0,"B19216_012EA,B19216_012M,B19216_012MA",NA,NA
B19037F_001E,Estimate!!Total,int,B19037F,0,"B19037F_001EA,B19037F_001M,B19037F_001MA",NA,NA
B09016_018E,Estimate!!Total!!In households!!In family households!!Nonrelatives!!Other nonrelatives,int,B09016,0,"B09016_018EA,B09016_018M,B09016_018MA",NA,NA
B20005B_057E,"Estimate!!Total!!Female!!Worked full-time, year-round in the past 12 months!!With earnings!!$10,000 to $12,499",int,B20005B,0,"B20005B_057EA,B20005B_057M,B20005B_057MA",NA,NA
B25011_009E,"Estimate!!Total!!Owner occupied!!Family households!!Other family!!Male householder, no wife present",int,B25011,0,"B25011_009EA,B25011_009M,B25011_009MA",NA,NA
B19216_011E,Estimate!!Aggregate nonfamily household income in the past 12 months (in 2010 inflation-adjusted dollars)!!Female householder (dollars)!!Living alone (dollars)!!Householder 15 to 64 years (dollars),int,B19216,0,"B19216_011EA,B19216_011M,B19216_011MA",NA,NA
B24122_062E,Estimate!!Total!!Information security analysts,int,B24122,0,"B24122_062EA,B24122_062M,B24122_062MA",NA,NA
B20005B_058E,"Estimate!!Total!!Female!!Worked full-time, year-round in the past 12 months!!With earnings!!$12,500 to $14,999",int,B20005B,0,"B20005B_058EA,B20005B_058M,B20005B_058MA",NA,NA
B09016_019E,Estimate!!Total!!In households!!In nonfamily households,int,B09016,0,"B09016_019EA,B09016_019M,B09016_019MA",NA,NA
B20005I_068E,"Estimate!!Total!!Female!!Worked full-time, year-round in the past 12 months!!With earnings!!$50,000 to $54,999",int,B20005I,0,"B20005I_068EA,B20005I_068M,B20005I_068MA",NA,NA
B09016_012E,Estimate!!Total!!In households!!In family households!!Other relatives,int,B09016,0,"B09016_012EA,B09016_012M,B09016_012MA",NA,NA
B07008_030E,Estimate!!Total!!Moved from different state!!Widowed,int,B07008,0,"B07008_030EA,B07008_030M,B07008_030MA",NA,NA
B24124_520E,Estimate!!Total!!Machine feeders and offbearers,int,B24124,0,"B24124_520EA,B24124_520M,B24124_520MA",NA,NA
B20005I_067E,"Estimate!!Total!!Female!!Worked full-time, year-round in the past 12 months!!With earnings!!$45,000 to $49,999",int,B20005I,0,"B20005I_067EA,B20005I_067M,B20005I_067MA",NA,NA
B07008_031E,Estimate!!Total!!Moved from abroad,int,B07008,0,"B07008_031EA,B07008_031M,B07008_031MA",NA,NA
